
지점,시작일,종료일,지점명,지점주소,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
680,2020-09-26,,평화,강원특별자치도 화천군 화천읍 평화로 3481-18(동촌리 2921-3),춘천기상대(101),38.2128,127.8447,230.65,,,,
680,2016-11-28,2020-09-26,평화,강원특별자치도 화천군 화천읍 평화로 3481-18(동촌리 2921-3),춘천기상대(101),38.2128,127.8447,230.65,,,,
680,2005-11-15,2016-11-28,평화,강원특별자치도 화천군 화천읍 평화로 3481-18(동촌리 2921-3),춘천기상대(101),38.2127,127.8441,224.36,,,,
680,2002-05-24,2005-11-15,평화,강원특별자치도 화천군 화천읍 평화로 3481-18(동촌리 2921-3),춘천기상대(101),38.210,127.8458,233,,,,
681,2023-12-05,,간동,강원특별자치도 화천군간동면 유촌리 577,춘천기상대(101),38.0512,127.7906,200.5,,,,
681,2020-09-18,2023-12-05,간동,강원특별자치도 화천군간동면 유촌리 577,춘천기상대(101),38.2438,127.8117,215.2,,,,
681,2015-07-13,2020-09-18,간동,강원특별자치도 화천군간동면 유촌리 577,춘천기상대(101),38.2438,127.8117,210.81,,,,
681,2004-07-15,2015-07-13,간동,강원특별자치도 화천군간동면 유촌리 577,철원기상대(95),38.2438,127.8117,210.81,,,,
681,2002-06-14,2004-07-15,간동,강원특별자치도 화천군간동면 유촌리 577,속초기상대(90),38.2414,127.8139,230,,,,
682,2020-09-19,,임남,강원특별자치도 철원군임남면 수동리 산1-1 21사단 65연대,춘천기상대(101),38.2806,127.8647,1062,,,,
682,2002-06-14,2020-09-19,임남,강원특별자치도 철원군임남면 수동리 산1-1 21사단 65연대,춘천기상대(101),38.2806,127.8647,1062,,,,
683,2017-12-16,2018-02-01,오창가곡,충청북도 청주시 청원구오창읍 가곡길 46 충청북도 농업기술원,청주기상대(131),36.7248,127.4655,66,,,,
683,2017-08-25,2017-12-16,오창가곡,충청북도 청주시 청원구오창읍 가곡길 46 충청북도 농업기술원,청주기상대(131),36.7248,127.4655,66,,,,
683,2013-10-01,2017-08-25,오창가곡,충청북도 청주시 청원구오창읍 가곡길 46 충청북도 농업기술원,청주기상대(131),36.7232,127.4401,66,,,,
684,2018-01-08,2018-02-01,춘천신북,강원특별자치도 춘천시 신북읍유포리 1234 강원도농업기술원,춘천기상대(101),37.9546,127.7763,140.27,,,,
684,2013-10-01,2018-01-08,춘천신북,강원특별자치도 춘천시 신북읍유포리 1234 강원도농업기술원,춘천기상대(101),37.9546,127.7763,140.27,,,,
685,2017-12-15,2018-02-01,강정,제주특별자치도 서귀포시 중산간서로212 제주특별자치도농업기술원,제주지방기상청(184),33.2613,126.4893,143,,,,
685,2015-07-13,2017-12-15,강정,제주특별자치도 서귀포시 중산간서로212 제주특별자치도농업기술원,제주지방기상청(184),33.2613,126.4893,143,,,,
685,2013-10-02,2015-07-13,강정,제주특별자치도 서귀포시 중산간서로212 제주특별자치도농업기술원,서귀포지역기상서비스센터(189),33.2613,126.4893,143,,,,
686,2018-01-08,2018-02-01,대곡,경상남도 진주시 대곡면소실길12.116 경상대학교 대곡농장,창원기상대(155),35.2439,128.1547,22,,,,
686,2015-07-13,2018-01-08,대곡,경상남도 진주시 대곡면소실길12.116 경상대학교 대곡농장,창원기상대(155),35.2439,128.1547,22,,,,
686,2013-10-01,2015-07-13,대곡,경상남도 진주시 대곡면소실길12.116 경상대학교 대곡농장,진주기상대(192),35.2439,128.1547,22,,,,
687,2019-04-19,,석곡,전라남도 곡성군석곡면 유정리403  ,광주지방기상청(156),35.1262,127.2528,62.2,,,,
688,2023-10-30,,봉산,전라남도 담양군봉산면 삼지리437-9  ,광주지방기상청(156),35.2688,126.9391,31.02,,,,
688,2020-10-23,2023-10-30,봉산,전라남도 담양군봉산면 삼지리437-9  ,광주지방기상청(156),35.2688,126.9391,31.02,,,,
688,2014-12-10,2020-10-23,봉산,전라남도 담양군봉산면 삼지리437-9  ,광주지방기상청(156),35.269,126.939,31.3,,,,
689,2021-10-15,,광주남구,광주광역시 남구노대동 597  빛고을CC 주차장 입구 빛고을CC 주차장 입구,광주지방기상청(156),35.1008,126.8985,73.11,,,,
689,2020-10-23,2021-10-15,광주남구,광주광역시 남구노대동 597  빛고을CC 주차장 입구 빛고을CC 주차장 입구,광주지방기상청(156),35.1008,126.8985,73.11,,,,
689,2018-10-18,2020-10-23,광주남구,광주광역시 남구노대동 597  빛고을CC 주차장 입구 빛고을CC 주차장 입구,광주지방기상청(156),35.1008,126.8985,75.1,,,,
690,2022-09-26,,풍산,전북특별자치도 순창군풍산면 반월리 15,전주기상대(146),35.3362,127.1392,98.47,,,,
690,2020-10-23,2022-09-26,풍산,전북특별자치도 순창군풍산면 반월리 15,전주기상대(146),35.3361,127.1394,98,,,,
690,2015-07-13,2020-10-23,풍산,전북특별자치도 순창군풍산면 반월리 15,전주기상대(146),35.3362,127.1386,98.86,,,,
690,2010-11-30,2015-07-13,풍산,전북특별자치도 순창군풍산면 반월리 15,남원기상대(247),35.340,127.140,100,,,,
691,2023-10-13,,정산,충청남도 청양군정산면 학암리 19-2(축산기술연구소),대전지방기상청(133),36.3862,126.9565,23.83,,,,
691,2021-10-15,2023-10-13,정산,충청남도 청양군정산면 학암리 19-2(축산기술연구소),대전지방기상청(133),36.3862,126.9565,23.83,,,,
691,2015-07-13,2021-10-15,정산,충청남도 청양군정산면 학암리 19-2(축산기술연구소),대전지방기상청(133),36.3862,126.9565,23.83,,,,
691,2010-12-15,2015-07-13,정산,충청남도 청양군정산면 학암리 19-2(축산기술연구소),보령지역기상서비스센터(235),36.3824,126.9586,21.87,,,,
691,2002-12-23,2010-12-15,정산,충청남도 청양군정산면 학암리 19-2(축산기술연구소),보령지역기상서비스센터(235),36.3539,126.8878,37,,,,
692,2015-07-13,,백학,경기도 연천군백학면 두일리 66 육군 제25사단 수색대대 ,,38.0404,126.9245,33.24,,,,
692,2010-10-05,2015-07-13,백학,경기도 연천군백학면 두일리 66 육군 제25사단 수색대대 ,동두천지역기상서비스센터(98),38.0264,126.9178,38,,,,
692,2002-12-16,2010-10-05,백학,경기도 연천군백학면 두일리 66 육군 제25사단 수색대대 ,파주기상대(99),38.0264,126.9178,38,,,,
693,2023-11-01,,오창,충청북도 청원구오창읍 송대리320-1  ,청주기상대(131),36.7232,127.4401,65.97,,,,
693,2011-09-23,2023-11-01,오창,충청북도 청원구오창읍 송대리320-1  ,청주기상대(131),36.7232,127.4401,65.97,,,,
693,2002-12-30,2011-09-23,오창,충청북도 청원구오창읍 송대리320-1  ,청주기상대(131),36.6945,127.8909,309.92,,,,
694,2022-10-21,,원효봉,충청남도 예산군덕산면 대치리 산35-1 KT원효봉중계소,,36.7044,126.6094,677.32,,,,
694,2002-12-16,2022-10-21,원효봉,충청남도 예산군덕산면 대치리 산35-1 KT원효봉중계소,,36.7044,126.6094,677.32,,,,
695,2021-12-04,,광덕산,강원특별자치도 화천군사내면 천문대길40번길 3 광덕산기상레이더,춘천기상대(101),38.1162,127.432,1050.39,,,,
695,2015-07-13,2021-12-04,광덕산,강원특별자치도 화천군사내면 천문대길40번길 3 광덕산기상레이더,춘천기상대(101),38.1162,127.432,1050.39,,,,
695,2006-02-28,2015-07-13,광덕산,강원특별자치도 화천군사내면 천문대길40번길 3 광덕산기상레이더,철원기상대(95),38.1162,127.432,1050.1,,,,
695,2005-06-07,2006-02-28,광덕산,강원특별자치도 화천군사내면 천문대길40번길 3 광덕산기상레이더,철원기상대(95),38.1083,127.4167,1051,,,,
695,2003-02-05,2005-06-07,광덕산,강원특별자치도 화천군사내면 천문대길40번길 3 광덕산기상레이더,철원기상대(95),38.1083,127.4167,1051,,,,
696,2021-07-16,,신기,강원특별자치도 삼척시신기면 신기리78  ,강릉(구 105),37.3466,129.0861,82.78,,,,
696,2017-01-13,2021-07-16,신기,강원특별자치도 삼척시신기면 신기리78  ,강릉(구 105),37.3466,129.0861,82.78,,,,
696,2015-07-13,2017-01-13,신기,강원특별자치도 삼척시신기면 신기리78  ,강릉(구 105),37.3466,129.0861,81.79,,,,
696,2010-12-22,2015-07-13,신기,강원특별자치도 삼척시신기면 신기리78  ,동해기상대(106),37.3466,129.0861,81.79,,,,
696,2002-12-24,2010-12-22,신기,강원특별자치도 삼척시신기면 신기리78  ,동해기상대(106),37.3464,129.085,101,,,,
697,2023-11-10,,서거차도,전라남도 진도군조도면 서거차도리210  ,목포기상대(165),34.2506,125.9183,5.89,,,,
697,2019-11-16,2023-11-10,서거차도,전라남도 진도군조도면 서거차도리210  ,목포기상대(165),34.2506,125.9183,1.1,,,,
697,2017-08-25,2019-11-16,서거차도,전라남도 진도군조도면 서거차도리210  ,목포기상대(165),34.2506,125.9183,1.1,,,,
697,2015-07-13,2017-08-25,서거차도,전라남도 진도군조도면 서거차도리210  ,목포기상대(165),34.2511,125.9183,4,,,,
697,2011-08-12,2015-07-13,서거차도,전라남도 진도군조도면 서거차도리210  ,진도기상대(175),34.2511,125.9183,4,,,,
697,2010-12-09,2011-08-11,서거차도,전라남도 진도군조도면 서거차도리210  ,진도기상대(175),34.2217,125.8483,84,,,,
697,2003-12-26,2010-12-09,서거차도,전라남도 진도군조도면 서거차도리210  ,진도기상대(175),34.2217,125.8483,84,,,,
698,2023-11-03,,해제,전라남도 무안군해제면 광산리 242-4,목포기상대(165),35.0939,126.2851,25.17,,,,
698,2020-10-23,2023-11-03,해제,전라남도 무안군해제면 광산리 242-4,목포기상대(165),35.0938,126.2851,26.92,,,,
698,2001-09-15,2020-10-23,해제,전라남도 무안군해제면 광산리 242-4,목포기상대(165),35.0938,126.2851,25.12,,,,
699,2023-10-28,,무안,전라남도 무안군무안읍 교촌리785-1  ,목포기상대(165),34.9838,126.4611,37.85,,,,
699,2011-12-19,2023-10-28,무안,전라남도 무안군무안읍 교촌리785-1  ,목포기상대(165),34.9838,126.4611,37.85,,,,
699,2000-09-01,2011-12-19,무안,전라남도 무안군무안읍 교촌리785-1  ,목포기상대(165),35.010,126.4833,35,,,,
700,2021-07-24,,어청도,전북특별자치도 군산시옥도면 어청도길 240,전주기상대(146),36.1251,125.9682,58.68,,,,
700,2020-10-23,2021-07-24,어청도,전북특별자치도 군산시옥도면 어청도길 240,전주기상대(146),36.1251,125.9682,58.68,,,,
700,2015-07-13,2020-10-23,어청도,전북특별자치도 군산시옥도면 어청도길 240,전주기상대(146),36.1251,125.9682,52.32,,,,
700,2000-01-14,2015-07-13,어청도,전북특별자치도 군산시옥도면 어청도길 240,군산기상대(140),36.1251,125.9682,52.32,,,,
700,1990-07-28,2000-01-14,어청도,전북특별자치도 군산시옥도면 어청도길 240,군산기상대(140),36.1144,125.9821,35,,,,
701,2020-08-14,,무주,전북특별자치도 무주군무주읍 당산리 854-2,전주기상대(146),36.0017,127.6684,212,,,,
701,2015-07-13,2020-08-14,무주,전북특별자치도 무주군무주읍 당산리 854-2,전주기상대(146),36.004,127.6719,207.37,,,,
701,2003-07-01,2015-07-13,무주,전북특별자치도 무주군무주읍 당산리 854-2,추풍령지역기상서비스센터(135),36.004,127.6719,205.78,,,,
701,1990-05-01,2003-07-01,무주,전북특별자치도 무주군무주읍 당산리 854-2,전주기상대(146),36.000,127.670,200,,,,
702,2022-03-12,,익산,전북특별자치도 익산시신흥동 885-9,전주기상대(146),35.9381,126.9925,11,,,,
702,1999-09-04,,익산,전북특별자치도 익산시신흥동 885-9,,35.9381,126.9925,11,,,,
702,2018-02-01,2022-03-12,익산,전북특별자치도 익산시신흥동 885-9,전주기상대(146),35.945,126.9944,15.12,,,,
702,2018-01-08,2018-02-01,익산,전북특별자치도 익산시신흥동 885-9,전주기상대(146),35.9451,126.9944,14.54,,,,
702,2009-12-02,2018-01-08,익산,전북특별자치도 익산시신흥동 885-9,전주기상대(146),35.9451,126.9944,14.54,,,,
702,1999-09-04,2009-12-02,익산,전북특별자치도 익산시신흥동 885-9,전주기상대(146),35.9385,126.9943,30,,,,
702,1990-05-01,1999-09-04,익산,전북특별자치도 익산시신흥동 885-9,전주기상대(146),35.9385,126.9943,20,,,,
703,2020-10-23,,진안,전북특별자치도 진안군진안읍 반월리 1409번지,전주기상대(146),35.7604,127.4374,354.27,,,,
703,2011-12-26,2020-10-23,진안,전북특별자치도 진안군진안읍 반월리 1409번지,전주기상대(146),35.7603,127.4374,352.2,,,,
703,1990-05-01,2011-12-26,진안,전북특별자치도 진안군진안읍 반월리 1409번지,전주기상대(146),35.7702,127.3783,288.86,,,,
704,2020-10-23,,변산,전북특별자치도 부안군변산면 격포리 270-24(격포체육공원),전주기상대(146),35.621,126.4776,1.94,,,,
704,2015-07-13,2020-10-23,변산,전북특별자치도 부안군변산면 격포리 270-24(격포체육공원),전주기상대(146),35.6209,126.4775,4.61,,,,
704,2013-12-19,2015-07-13,변산,전북특별자치도 부안군변산면 격포리 270-24(격포체육공원),고창기상대(172),35.6209,126.4775,4.61,,,,
704,1991-11-08,2013-12-19,변산,전북특별자치도 부안군변산면 격포리 270-24(격포체육공원),고창기상대(172),35.6351,126.463,11.23,,,,
706,2020-10-23,,담양,전라남도 담양군담양읍 천변리396-16 담양군농업기술센터 시험포,광주지방기상청(156),35.3102,126.9727,44.67,,,,
706,2011-10-18,2020-10-23,담양,전라남도 담양군담양읍 천변리396-16 담양군농업기술센터 시험포,광주지방기상청(156),35.3102,126.9727,35.3,,,,
706,1991-03-08,2011-10-18,담양,전라남도 담양군담양읍 천변리396-16 담양군농업기술센터 시험포,광주지방기상청(156),35.3114,126.9731,48.85,,,,
707,2023-10-19,,지도,전라남도 신안군지도읍 읍내리산25-6 헬기장 ,목포기상대(165),35.058,126.2084,34.31,,,,
707,2020-10-23,2023-10-19,지도,전라남도 신안군지도읍 읍내리산25-6 헬기장 ,목포기상대(165),35.058,126.2084,34.31,,,,
707,2011-12-22,2020-10-23,지도,전라남도 신안군지도읍 읍내리산25-6 헬기장 ,목포기상대(165),35.058,126.2084,35.08,,,,
707,1991-11-10,2011-12-22,지도,전라남도 신안군지도읍 읍내리산25-6 헬기장 ,목포기상대(165),35.0612,126.2076,22.31,,,,
708,2020-10-23,,광산,광주광역시 광산구용곡동 423-2농업기술센터  ,광주지방기상청(156),35.1289,126.7452,29.91,,,,
708,2010-05-28,2020-10-23,광산,광주광역시 광산구용곡동 423-2농업기술센터  ,광주지방기상청(156),35.1289,126.7453,30.35,,,,
708,2001-01-05,2010-05-28,광산,광주광역시 광산구용곡동 423-2농업기술센터  ,광주지방기상청(156),35.1167,126.7333,43,,,,
708,1991-03-08,2001-01-05,광산,광주광역시 광산구용곡동 423-2농업기술센터  ,광주지방기상청(156),35.130,126.800,37,,,,
709,2021-05-15,,구례,전라남도 구례군마산면 사도리 895-6,광주지방기상청(156),35.2081,127.4936,27,,,,
709,2020-10-23,2021-05-15,구례,전라남도 구례군마산면 사도리 895-6,광주지방기상청(156),35.1974,127.4618,29.82,,,,
709,2015-07-13,2020-10-23,구례,전라남도 구례군마산면 사도리 895-6,광주지방기상청(156),35.1974,127.4618,30,,,,
709,2014-07-01,2015-07-13,구례,전라남도 구례군마산면 사도리 895-6,순천기상대(174),35.1974,127.4618,30,,,,
709,2007-09-11,2014-07-01,구례,전라남도 구례군마산면 사도리 895-6,순천기상대(174),35.1973,127.461,32.3,,,,
709,1997-06-04,2007-09-11,구례,전라남도 구례군마산면 사도리 895-6,여수기상대(168),35.1833,127.4333,32,,,,
709,1992-12-12,1997-06-04,구례,전라남도 구례군마산면 사도리 895-6,여수기상대(168),35.200,127.470,50,,,,
710,2020-10-23,,나주,전라남도 나주시금천면 오강리386 나주배시험장 ,광주지방기상청(156),35.025,126.744,7.82,,,,
710,2012-11-20,2020-10-23,나주,전라남도 나주시금천면 오강리386 나주배시험장 ,광주지방기상청(156),35.025,126.744,5.8,,,,
710,2007-10-16,2012-11-20,나주,전라남도 나주시금천면 오강리386 나주배시험장 ,광주지방기상청(156),35.0358,126.7514,14.66,,,,
710,2004-02-02,2007-10-16,나주,전라남도 나주시금천면 오강리386 나주배시험장 ,광주지방기상청(156),35.0358,126.7514,12,,,,
710,1992-12-12,2004-02-02,나주,전라남도 나주시금천면 오강리386 나주배시험장 ,광주지방기상청(156),35.0167,126.7167,50,,,,
711,2013-12-16,,이양,전라남도 화순군이양면 오류리314-2  ,광주지방기상청(156),34.8971,126.9898,77.34,,,,
711,1991-03-08,2013-12-16,이양,전라남도 화순군이양면 오류리314-2  ,광주지방기상청(156),34.8879,126.9886,84.02,,,,
712,2022-06-29,,순천시,전라남도 순천시해룡면 대안리 1155-16,광주지방기상청(156),34.9035,127.5193,2.5,,,,
712,2020-10-23,2022-06-29,순천시,전라남도 순천시해룡면 대안리 1155-16,광주지방기상청(156),34.9442,127.5101,12.77,,,,
712,2015-07-13,2020-10-23,순천시,전라남도 순천시해룡면 대안리 1155-16,광주지방기상청(156),34.9442,127.5101,9.47,,,,
712,2012-12-04,2015-07-13,순천시,전라남도 순천시해룡면 대안리 1155-16,순천기상대(174),34.9442,127.5101,9.47,,,,
712,1999-06-30,2012-12-04,순천시,전라남도 순천시해룡면 대안리 1155-16,순천기상대(174),34.9506,127.4875,28.07,,,,
712,1991-03-08,1999-06-30,순천시,전라남도 순천시해룡면 대안리 1155-16,여수기상대(168),34.930,127.480,27,,,,
713,2020-10-23,,광양읍,전라남도 광양시광양읍 칠성리419-2  ,광주지방기상청(156),34.9751,127.5826,14.95,,,,
713,2015-07-13,2020-10-23,광양읍,전라남도 광양시광양읍 칠성리419-2  ,광주지방기상청(156),34.9751,127.5826,10.87,,,,
713,2013-10-01,2015-07-13,광양읍,전라남도 광양시광양읍 칠성리419-2  ,순천기상대(174),34.9751,127.5826,10.87,,,,
713,2011-11-16,2013-10-01,광양읍,전라남도 광양시광양읍 칠성리419-2  ,순천기상대(174),34.9751,127.5826,10.87,,,,
713,1991-03-08,2011-11-16,광양읍,전라남도 광양시광양읍 칠성리419-2  ,순천기상대(174),34.976,127.5829,24.91,,,,
714,2020-10-23,,자은도,전라남도 신안군자은면 구영리1164-24번지  ,목포기상대(165),34.8791,126.0287,1.96,,,,
714,2013-10-02,2020-10-23,자은도,전라남도 신안군자은면 구영리1164-24번지  ,목포기상대(165),34.8791,126.0287,4.3,,,,
714,1990-05-12,2013-10-02,자은도,전라남도 신안군자은면 구영리1164-24번지  ,목포기상대(165),34.8845,126.0474,18.42,,,,
715,2011-11-08,2014-05-09,진도읍,,진도기상대(175),34.4731,126.2585,5.4,,,,
715,2007-08-13,2011-11-08,진도읍,,진도기상대(175),34.479,126.2691,12.44,,,,
715,2001-12-13,2007-08-13,진도읍,,진도기상대(175),34.4795,126.2687,12,,,,
715,1990-06-06,2001-12-13,진도읍,,목포기상대(165),34.680,125.450,70,,,,
716,2021-08-10,,하의도,전라남도 신안군하의면 후광길288(후광리 87) ,목포기상대(165),34.6307,126.032,2.58,,,,
716,2020-10-23,2021-08-10,하의도,전라남도 신안군하의면 후광길288(후광리 87) ,목포기상대(165),34.6307,126.032,2.58,,,,
716,2012-11-28,2020-10-23,하의도,전라남도 신안군하의면 후광길288(후광리 87) ,목포기상대(165),34.6307,126.032,5.12,,,,
716,1990-05-10,2012-11-28,하의도,전라남도 신안군하의면 후광길288(후광리 87) ,목포기상대(165),34.6069,126.0366,11.25,,,,
717,2022-10-08,,의신,전라남도 진도군의신면 연주리888-1  ,목포기상대(165),34.4275,126.3098,11.7,,,,
717,2020-10-23,2022-10-08,의신,전라남도 진도군의신면 연주리888-1  ,목포기상대(165),34.4275,126.3098,11.7,,,,
717,2015-07-13,2020-10-23,의신,전라남도 진도군의신면 연주리888-1  ,목포기상대(165),34.4274,126.3096,12,,,,
717,2012-09-27,2015-07-13,의신,전라남도 진도군의신면 연주리888-1  ,진도기상대(175),34.4274,126.3096,12,,,,
717,2002-01-29,2012-09-27,의신,전라남도 진도군의신면 연주리888-1  ,진도기상대(175),34.4064,126.1902,20.34,,,,
717,1998-05-18,2002-01-29,의신,전라남도 진도군의신면 연주리888-1  ,목포기상대(165),34.400,126.1915,30,,,,
717,1995-11-08,1998-05-18,의신,전라남도 진도군의신면 연주리888-1  ,완도기상대(170),34.400,126.1915,30,,,,
718,2023-11-01,,상조도,전라남도 진도군조도면 맹성리633  ,목포기상대(165),34.333,126.0365,6.42,,,,
718,2020-10-23,2023-11-01,상조도,전라남도 진도군조도면 맹성리633  ,목포기상대(165),34.333,126.0365,6.42,,,,
718,2019-11-15,2020-10-23,상조도,전라남도 진도군조도면 맹성리633  ,목포기상대(165),34.3328,126.0361,7,,,,
718,2015-07-13,2019-11-15,상조도,전라남도 진도군조도면 맹성리633  ,목포기상대(165),34.3328,126.0361,7,,,,
718,2013-12-04,2015-07-13,상조도,전라남도 진도군조도면 맹성리633  ,진도기상대(175),34.3328,126.0361,7,,,,
718,2002-01-29,2013-12-04,상조도,전라남도 진도군조도면 맹성리633  ,진도기상대(175),34.2966,126.0473,24.13,,,,
718,1998-05-18,2002-01-29,상조도,전라남도 진도군조도면 맹성리633  ,목포기상대(165),34.2833,126.050,34,,,,
718,1997-11-20,1998-05-18,상조도,전라남도 진도군조도면 맹성리633  ,완도기상대(170),34.2833,126.050,34,,,,
718,1995-05-24,1997-11-20,상조도,전라남도 진도군조도면 맹성리633  ,완도기상대(170),34.3096,126.0448,50,,,,
719,2020-02-28,,선유도,전북특별자치도 군산시옥도면 장자도리71  ,전주기상대(146),35.8088,126.3977,11.45,,,,
719,2015-07-13,2020-02-28,선유도,전북특별자치도 군산시옥도면 장자도리71  ,전주기상대(146),35.8118,126.3977,11.45,,,,
719,2007-10-09,2015-07-13,선유도,전북특별자치도 군산시옥도면 장자도리71  ,군산기상대(140),35.8118,126.3977,11.45,,,,
719,1994-12-24,2007-10-09,선유도,전북특별자치도 군산시옥도면 장자도리71  ,군산기상대(140),35.820,126.400,12,,,,
720,2021-08-10,,보길도,전라남도 완도군보길면 부황리 산 60-5산 22037 ,목포기상대(165),34.1549,126.5499,27.12,,,,
720,2015-07-13,2021-08-10,보길도,전라남도 완도군보길면 부황리 산 60-5산 22037 ,목포기상대(165),34.1549,126.5499,27.12,,,,
720,2013-12-21,2015-07-13,보길도,전라남도 완도군보길면 부황리 산 60-5산 22037 ,완도기상대(170),34.1549,126.5499,27.12,,,,
720,2003-03-13,2013-12-21,보길도,전라남도 완도군보길면 부황리 산 60-5산 22037 ,완도기상대(170),34.1691,126.5676,9.27,,,,
720,1995-11-06,2003-03-13,보길도,전라남도 완도군보길면 부황리 산 60-5산 22037 ,완도기상대(170),34.1678,126.5544,15,,,,
721,2021-08-12,,금일,전라남도 완도군금일읍 신구리산264-3  ,목포기상대(165),34.339,127.0283,4.17,,,,
721,2020-10-23,2021-08-12,금일,전라남도 완도군금일읍 신구리산264-3  ,목포기상대(165),34.339,127.0283,4.17,,,,
721,2015-07-13,2020-10-23,금일,전라남도 완도군금일읍 신구리산264-3  ,목포기상대(165),34.3391,127.0282,1.38,,,,
721,2011-12-10,2015-07-13,금일,전라남도 완도군금일읍 신구리산264-3  ,완도기상대(170),34.3391,127.0282,1.38,,,,
721,1995-11-09,2011-12-10,금일,전라남도 완도군금일읍 신구리산264-3  ,완도기상대(170),34.349,127.0298,10.3,,,,
722,2021-10-15,,조선대,광주광역시 동구학동 668  조선대 간호대학교 뒤편(태양광발전시범단지)조선대학교 태양광발전시범단지(학동 668),광주지방기상청(156),35.1368,126.9288,110.87,,,,
722,2020-09-22,2021-10-15,조선대,광주광역시 동구학동 668  조선대 간호대학교 뒤편(태양광발전시범단지)조선대학교 태양광발전시범단지(학동 668),광주지방기상청(156),35.1368,126.9288,110.87,,,,
722,1999-06-30,2020-09-22,조선대,광주광역시 동구학동 668  조선대 간호대학교 뒤편(태양광발전시범단지)조선대학교 태양광발전시범단지(학동 668),광주지방기상청(156),35.1368,126.9288,107.94,,,,
722,1995-02-03,1999-06-30,조선대,광주광역시 동구학동 668  조선대 간호대학교 뒤편(태양광발전시범단지)조선대학교 태양광발전시범단지(학동 668),광주지방기상청(156),35.090,126.910,35,,,,
723,2020-10-23,,거문도,전라남도 여수시삼산면 거문리87-72 해경거문치안센터 ,여수기상대(168),34.0279,127.309,6.7,,,,
723,2019-02-06,2020-10-23,거문도,전라남도 여수시삼산면 거문리87-72 해경거문치안센터 ,여수기상대(168),34.0279,127.309,9.24,,,,
723,2007-10-16,2019-02-06,거문도,전라남도 여수시삼산면 거문리87-72 해경거문치안센터 ,여수기상대(168),34.0279,127.309,9.24,,,,
723,1991-03-08,2007-10-16,거문도,전라남도 여수시삼산면 거문리87-72 해경거문치안센터 ,여수기상대(168),34.0236,127.3064,8,,,,
724,2019-12-11,,추자도,제주특별자치도 제주시추자면 영흥리31-14번지  ,제주지방기상청(184),33.9578,126.3016,8.1,,,,
724,2016-05-26,2019-12-11,추자도,제주특별자치도 제주시추자면 영흥리31-14번지  ,제주지방기상청(184),33.9578,126.3016,8.1,,,,
724,2009-06-29,2016-05-26,추자도,제주특별자치도 제주시추자면 영흥리31-14번지  ,제주지방기상청(184),33.959,126.2978,9.75,,,,
724,2005-12-23,2009-06-29,추자도,제주특별자치도 제주시추자면 영흥리31-14번지  ,제주지방기상청(184),33.9591,126.2927,18,,,,
724,1991-10-22,2005-12-23,추자도,제주특별자치도 제주시추자면 영흥리31-14번지  ,제주지방기상청(184),33.9547,126.3006,58,,,,
725,2023-11-01,,우도,제주특별자치도 제주시우도면 연평리772번지  ,제주지방기상청(184),33.5229,126.9541,9.23,,,,
725,2020-10-27,2023-11-01,우도,제주특별자치도 제주시우도면 연평리772번지  ,제주지방기상청(184),33.5229,126.9541,9.23,,,,
725,2016-05-05,2020-10-27,우도,제주특별자치도 제주시우도면 연평리772번지  ,제주지방기상청(184),33.5229,126.9541,9.23,,,,
725,2015-07-13,2016-05-05,우도,제주특별자치도 제주시우도면 연평리772번지  ,제주지방기상청(184),33.5065,126.9534,6.36,,,,
725,1990-06-01,2015-07-13,우도,제주특별자치도 제주시우도면 연평리772번지  ,성산지역기상서비스센터(188),33.5065,126.9534,38.48,,,,
726,2023-11-01,,마라도,제주특별자치도 서귀포시대정읍 가파리584번지  ,제주지방기상청(184),33.1221,126.2679,11.58,,,,
726,2020-11-04,2023-11-01,마라도,제주특별자치도 서귀포시대정읍 가파리584번지  ,제주지방기상청(184),33.1221,126.2679,11.58,,,,
726,2016-11-06,2020-11-04,마라도,제주특별자치도 서귀포시대정읍 가파리584번지  ,제주지방기상청(184),33.1221,126.2679,11.58,,,,
726,2015-07-13,2016-11-06,마라도,제주특별자치도 서귀포시대정읍 가파리584번지  ,제주지방기상청(184),33.1171,126.2673,25.5,,,,
726,2008-12-26,2015-07-13,마라도,제주특별자치도 서귀포시대정읍 가파리584번지  ,고산지역기상서비스센터(185),33.1171,126.2673,25.5,,,,
726,1990-06-02,2008-12-26,마라도,제주특별자치도 서귀포시대정읍 가파리584번지  ,고산지역기상서비스센터(185),33.1137,126.2714,44,,,,
727,2023-11-30,,유수암,제주특별자치도 제주시애월읍 평화로2144 제주경마공원 ,제주지방기상청(184),33.4099,126.3929,425.21,,,,
727,2010-11-16,2023-11-30,유수암,제주특별자치도 제주시애월읍 평화로2144 제주경마공원 ,제주지방기상청(184),33.4099,126.3929,425.21,,,,
727,1998-05-01,2010-11-16,유수암,제주특별자치도 제주시애월읍 평화로2144 제주경마공원 ,제주지방기상청(184),33.390,126.3949,422,,,,
727,1991-06-03,1998-05-01,유수암,제주특별자치도 제주시애월읍 평화로2144 제주경마공원 ,제주지방기상청(184),33.400,126.380,447,,,,
729,1991-11-20,2010-11-30,순창,,남원기상대(247),35.380,127.130,100,,,,
